version,use_good_ori_only,numerical_preprocess_normalization,numerical_preprocess_num_nearest_neighbor,image_preprocess_image_size,image_preprocess_normalization,image_preprocess_augmentation,image_preprocess_mask_dilation,dfu_classes,attention_type,encoder_filters,encoder_kernel_size,encoder_dropout_prob,encoder_normalization,num_group_norm,num_conv,ds_stride,imag_fcn,imag_dropout_prob,clin_fcn,clin_dropout_prob,mixed_fcn,mixed_dropout_prob,loss_name,class_weight,lr,batch_size,epoch_size
hs_120,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-05,4,30
hs_121,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",1e-05,4,30
hs_122,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",1e-05,4,30
hs_123,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-05,4,30
hs_124,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-05,4,30
hs_125,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-05,4,30
hs_126,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-05,4,30
hs_127,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",1e-05,4,30
hs_128,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",1e-05,4,30
hs_129,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-05,4,30
hs_130,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-05,4,30
hs_131,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-05,4,30
hs_132,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-05,4,30
hs_133,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",1e-05,4,30
hs_134,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",1e-05,4,30
hs_135,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-05,4,30
hs_136,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-05,4,30
hs_137,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-05,4,30
hs_138,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-05,4,30
hs_139,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",1e-05,4,30
hs_140,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",1e-05,4,30
hs_141,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-05,4,30
hs_142,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-05,4,30
hs_143,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-05,4,30
hs_144,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-05,4,30
